,city,state,geoid,area_km,avg_neighbor_degree_avg,avg_weighted_neighbor_degree_avg,circuity_avg,cluster_coeff_avg,cluster_coeff_weighted_avg,degree_centrality_avg,D_len,D_number,H_len,H_number,EH_number,EH_len,edge_density_km,edge_length_avg,edge_length_total,entropy,dead_end_count,dead_end_proportion,intersect_3way_count,intersect_3way_proportion,intersect_4way_count,intersect_4way_proportion,intersection_count,intersect_density_km,k_avg,edge_count,node_count,node_density_km,pagerank_max,pagerank_min,self_loop_proportion,street_density_km,street_length_avg,street_length_total,street_segments_count,streets_per_node_avg,city1
15,FRA_Orleans,France,FR019,2928.47,2.582514159,0.048422046,1.062592349,0.065565132,0.000303172,0.000227733,0.766597219,0.630394394,1.607105078,1.345325812,0.449080789,0.536464854,3290.134731,205.2458431,9635060,0.003501802,4241,0.208864812,14125,0.695641468,1537,0.075695641,16064,5.485458277,4.623885742,46944,20305,6.933654775,0.000259767,7.41E-06,0.011716087,1763.659547,190.9714947,5164824.073,27045,2.645013543,Orleans
16,FRA_Dijon,France,FR020,3890.95,2.671652836,0.03823358,1.080867318,0.065769608,0.000244339,0.000227356,0.784319962,0.631329419,1.681716542,1.366349859,0.48226155,0.593572152,2832.481507,220.5223187,11021043,0.006717853,4448,0.212132774,14695,0.700829836,1491,0.071108356,16520,4.245749753,4.766978253,49977,20968,5.388915303,0.000256789,7.18E-06,0.006362927,1512.825068,212.188699,5886326.699,27741,2.644362839,Dijon
17,FRA_Poitiers,France,FR021,2506.14,2.672052129,0.040393172,1.069627535,0.067089469,0.000658609,0.000229376,0.71437336,0.683299285,1.466280762,1.409546736,0.487669703,0.507298329,4526.340233,233.6101634,11343642,0.005885434,4749,0.230791661,14192,0.689702095,1381,0.067113768,15828,6.315688669,4.719638431,48558,20577,8.210634681,0.000208394,7.31E-06,0.006363524,2360.413368,220.9594486,5915526.358,26772,2.600865043,Poitiers
18,FRA_Clermont-Ferrand,France,FR022,2676.04,2.653460446,0.048849119,1.103780081,0.074300456,0.000252502,0.000139689,0.759796516,0.670188958,1.591439417,1.413391144,0.464240672,0.522722184,5144.639735,171.4542476,13767261,0.013136177,7075,0.208658979,23729,0.699825995,2705,0.079777037,26832,10.02675595,4.736308137,80297,33907,12.67058788,0.000151649,4.43E-06,0.004122196,2749.379523,162.9087877,7357449.578,45163,2.663874716,Clermont-Ferrand
19,FRA_Caen,France,FR023,2250.18,2.662283673,0.046896131,1.066219937,0.059517147,0.00053422,0.000173626,0.766754241,0.669514365,1.634381018,1.443531379,0.499427582,0.565457026,5329.482664,187.3005966,11992295,0.003429403,6086,0.224096031,18391,0.67718536,2256,0.083069445,21072,9.364584167,4.715148391,64027,27158,12.06925668,0.000174577,5.55E-06,0.006653443,2855.998019,180.1606241,6426509.623,35671,2.624861919,Caen
20,FRA_Limoges,France,FR024,3183.92,2.714396618,0.033240436,1.103318948,0.05891477,0.000690497,0.000198103,0.697601277,0.73038942,1.42635422,1.473228464,0.544018151,0.526708929,4907.237472,266.6163532,15624251,0.000615932,5659,0.23265088,16930,0.696020391,1498,0.061585266,18665,5.862270409,4.818450913,58602,24324,7.639639187,0.00018791,6.18E-06,0.004675608,2531.332941,255.8022527,8059561.576,31507,2.592460122,Limoges
21,FRA_Besancon,France,FR025,2415.58,2.637273112,0.03736027,1.103378714,0.069504276,0.000419284,0.000281719,0.770589822,0.636443858,1.647896809,1.385789345,0.479450209,0.570133169,3568.084661,224.003793,8618993,0.008224107,3925,0.237475799,11504,0.696030978,881,0.053303485,12603,5.217380505,4.655977735,38477,16528,6.842249066,0.000320061,9.10E-06,0.006601346,1888.845951,214.6729322,4562658.502,21254,2.567824298,Besancon
22,FRA_Grenoble,France,FR026,2689.04,2.607131351,0.040528118,1.172211759,0.053834629,0.000244145,0.000151388,0.746428527,0.709450039,1.601213326,1.511517739,0.5133466,0.543809309,4525.98206,183.6426116,12170546,0.003776388,8079,0.27303143,18766,0.634200743,2126,0.071848597,21511,7.999509118,4.479418723,66273,29590,11.00392705,0.000160352,5.09E-06,0.005190651,2426.036905,175.1284604,6523710.28,37251,2.515511997,Grenoble
23,FRA_Ajaccio,France,FR027,1489.59,2.595615724,0.031284314,1.385058686,0.041877256,0.000226426,0.001026311,0.767842737,0.643214845,1.55097864,1.350547136,0.526539494,0.604681974,1957.298577,329.182837,2915572,0.007161555,1476,0.355234657,2515,0.605294826,153,0.036823105,2679,1.798481461,4.263297232,8857,4155,2.789358146,0.001093484,3.61E-05,0.005758157,998.5641002,307.9608899,1487451.098,4830,2.3244284,Ajaccio
24,FRA_Toulon,France,FR032,1061.13,2.515882086,0.059924661,1.134495395,0.056819974,0.000254959,0.000171402,0.672720318,0.572198935,1.413650452,1.234539898,0.445266147,0.509866624,6380.390052,127.0248273,6770423,0.006091833,7180,0.287902482,16005,0.641765909,1431,0.057380007,17759,16.73593245,4.274429608,53300,24939,23.50230415,0.000261806,6.04E-06,0.005497186,3488.194197,119.5242672,3701427.508,30968,2.475720759,Toulon
25,FRA_Valenciennes,France,FR034,788.804,2.575610889,0.048049413,1.060555435,0.073796429,0.000851856,0.000351489,0.717614577,0.574995287,1.540203931,1.233174935,0.455373735,0.56875014,5998.410257,152.833425,4731570,0.007244022,2404,0.181119566,9862,0.74301213,871,0.065621939,10869,13.77908834,4.664958939,30959,13273,16.82674023,0.000382789,1.13E-05,0.005814141,3303.021098,145.6446003,2605436.254,17889,2.696677466,Valenciennes
26,FRA_Tours,France,FR035,2856.55,2.636029004,0.039747044,1.071892212,0.064298854,0.000299694,0.000178756,0.728762632,0.656248571,1.528092787,1.362337801,0.491359498,0.551142972,4727.429904,215.8762671,13504139,0.02109065,5509,0.208232537,18521,0.700068037,2073,0.078356516,20947,7.332971592,4.728983973,62555,26456,9.261521766,0.000186419,5.68E-06,0.007833107,2520.274122,204.2757155,7199289.042,35243,2.656902026,Tours
27,FRA_Angers,France,FR036,2312.56,2.626159825,0.104399474,1.07295255,0.061178582,0.000392115,0.000190024,0.727905382,0.690055801,1.535474797,1.468293003,0.498666474,0.521482974,5381.357823,214.6639444,12444712,0.008124993,4996,0.20225083,17445,0.70621812,1750,0.070844466,19706,8.521292421,4.693789977,57973,24702,10.6816688,0.000181644,6.09E-06,0.008107222,2865.701685,201.7814173,6627107.088,32843,2.652619221,Angers
28,FRA_Brest,France,FR037,1306.21,2.659679868,0.044683986,1.07772059,0.045490649,0.000363346,0.000150639,0.681021467,0.684972016,1.372155487,1.351204751,0.487344098,0.494900479,7873.718251,148.7350251,10284729,0.005887753,8510,0.280858086,19668,0.649108911,1882,0.062112211,21790,16.68185054,4.564224422,69148,30300,23.19688258,0.000158501,4.96E-06,0.010267831,4130.847877,141.7361844,5395754.805,38069,2.495115512,Brest
29,FRA_Le Mans,France,FR038,2242.78,2.66317626,0.033693289,1.075665953,0.052049951,0.000360331,0.000263933,0.697544488,0.675365462,1.459053336,1.404804414,0.495834321,0.51498181,4963.640147,262.9710356,11132352,0.00461744,3941,0.220032382,12417,0.693261124,1310,0.073139412,13970,6.228876662,4.72703925,42333,17911,7.986070858,0.000268524,8.41E-06,0.004889802,2623.65841,251.0040783,5884288.608,23443,2.625369884,Le Mans
30,FRA_Avignon,France,FR039,877.856,2.517493822,0.055150401,1.076337547,0.073395774,0.000429933,0.00021339,0.712538009,0.658273805,1.494327173,1.395746028,0.515406261,0.551809258,7758.051979,147.9150463,6810452,0.031250477,4596,0.221238086,14622,0.703860595,1322,0.063637239,16178,18.42899063,4.432752479,46043,20774,23.66447344,0.000244262,7.25E-06,0.004647829,4215.368034,136.1023252,3700486.121,27189,2.616154809,Avignon
31,FRA_Mulhouse,France,FR040,1315.76,2.634229657,0.046393779,1.081873161,0.064067139,0.00039764,0.000269048,0.664450855,0.495182871,1.461170903,1.090223132,0.393214877,0.527006004,4249.57638,135.4806672,5591422,0.007208791,3513,0.200559488,12321,0.703414021,1367,0.078042932,14003,10.64251839,4.712377255,41271,17516,13.3124582,0.000298379,8.60E-06,0.004579487,2357.024976,132.6977529,3101279.183,23371,2.66350765,Mulhouse
32,FRA_Dunkerque,France,FR042,897.217,2.533569298,0.046387457,1.066499781,0.080130187,0.000626146,0.000377589,0.726817732,0.653944638,1.528614599,1.378328288,0.508974423,0.564470555,6350.333304,199.8185802,5697626,0.062936858,1963,0.159723352,8721,0.709601302,1390,0.113100081,10327,11.51003603,4.640195281,28514,12290,13.69791255,0.000464561,1.23E-05,0.005225503,3501.898783,183.3759262,3141963.12,17134,2.791781937,Dunkerque
33,FRA_Perpignan,France,FR043,1827.22,2.560496959,0.065721596,1.133787792,0.07680319,0.00026818,0.000139505,0.719400227,0.51500289,1.518588925,1.118869799,0.394911947,0.535995261,5425.500394,129.663896,9913582,0.003712707,6185,0.186812855,23853,0.720460312,2656,0.080222303,26923,14.73440527,4.618581612,76456,33108,18.11932882,0.000161671,4.54E-06,0.006435074,2987.428444,121.5987392,5458689.002,44891,2.701431678,Perpignan
34,FRA_Nimes,France,FR044,1516.91,2.608271275,0.043626987,1.082867685,0.055111531,0.000306039,0.000241318,0.731109944,0.596323499,1.512894189,1.223158073,0.415412947,0.513814075,4818.01599,166.6020023,7308496,0.012732013,4405,0.231015314,13005,0.682032725,1467,0.076935179,14663,9.666361221,4.601216698,43868,19068,12.57029092,0.000217482,7.90E-06,0.004718702,2588.660582,157.5369142,3926765.124,24926,2.612387246,Nimes
35,FRA_Pau,France,FR045,2018.46,2.667227974,0.037471136,1.104836553,0.070218429,0.000358799,0.000275225,0.708373465,0.693350142,1.427890404,1.382240116,0.510418941,0.527276194,4935.274725,244.9326208,9961654,0.002857432,3793,0.220625872,12293,0.71504188,962,0.055956259,13399,6.638229145,4.731386691,40671,17192,8.517384541,0.000252729,8.74E-06,0.005925598,2565.059047,230.3554495,5177469.083,22476,2.613308516,Pau
36,FRA_Bayonne,France,FR046,1022.41,2.512002933,0.040537197,1.127980706,0.069890148,0.000605699,0.000331487,0.738868452,0.637850341,1.552766426,1.357609667,0.501323671,0.573389085,5293.599924,181.545334,5412229,0.005111251,3032,0.226066209,9522,0.709961229,664,0.049507903,10380,10.15248286,4.44557113,29812,13412,13.11802506,0.000314438,1.12E-05,0.011874413,2867.473936,167.680967,2931734.027,17484,2.588875634,Bayonne
37,FRA_Annemasse,France,FR047,78.9189,2.416585524,0.05345336,1.084807211,0.074791734,0.001075555,0.001355606,0.706096211,0.675566727,1.569316799,1.456577005,0.567877491,0.611831495,10088.38894,123.7818032,796164,0.008231226,768,0.249269718,2096,0.680298604,130,0.042194093,2313,29.30856867,4.17526777,6432,3081,39.04007785,0.001403802,4.90E-05,0.003420398,5778.220084,118.2293941,456010.773,3857,2.519636482,Annemasse
38,FRA_Annecy,France,FR048,1205.17,2.563945994,0.045962993,1.150205297,0.063911323,0.000285643,0.000265449,0.731794793,0.714892879,1.537788196,1.462067445,0.516045658,0.542771761,5079.531313,172.6756954,6121698,0.001777202,4764,0.291483113,10616,0.649534998,794,0.048580519,11580,9.608602936,4.338228096,35452,16344,13.56157223,0.000251276,9.20E-06,0.004484937,2684.667844,160.7772384,3235481.146,20124,2.460352423,Annecy
39,FRA_Lorient,France,FR049,1102.42,2.655907607,0.044573554,1.080984487,0.050534841,0.000389938,0.000248507,0.662381065,0.694526955,1.362335564,1.378994245,0.49736704,0.491358691,6660.746088,173.072329,7342939,0.016213576,4890,0.264624709,12348,0.668217977,1064,0.057578873,13589,12.32651802,4.591915147,42427,18479,16.76221404,0.000202152,8.13E-06,0.006198883,3507.264817,165.5595992,3866478.88,23354,2.523459062,Lorient
40,FRA_Montbeliard,France,FR050,1246.37,2.666731162,0.036133738,1.109522566,0.060103823,0.000334067,0.000443233,0.736260842,0.555721651,1.568712702,1.200713775,0.42379928,0.553686755,3880.154066,194.4163869,4836107,0.003567445,2556,0.241245871,7391,0.697593204,510,0.048135913,8039,6.449930598,4.695611137,24875,10595,8.500685992,0.000411856,1.42E-05,0.004743719,2050.173931,188.6229632,2555275.283,13547,2.557243983,Montbeliard
41,FRA_Troyes,France,FR051,2625.39,2.618094187,0.042234773,1.061313287,0.073245033,0.000349271,0.000418108,0.728818004,0.678250707,1.55381314,1.425479839,0.493182178,0.537582453,2349.88487,230.1142946,6169364,0.055744544,2182,0.192671082,8101,0.715320088,825,0.072847682,9143,3.482530215,4.734657837,26810,11325,4.31364483,0.000448215,1.33E-05,0.009101082,1254.746347,216.6808204,3294198.512,15203,2.67593819,Troyes
42,FRA_Saint-Nazaire,France,FR052,1055.42,2.647234664,0.043534394,1.06885304,0.060152717,0.000713517,0.000303113,0.703552374,0.615449554,1.421353324,1.268302791,0.468345376,0.524862251,6225.851562,177.5291994,6570888,0.02007107,3090,0.197722037,11055,0.707384182,1287,0.082352188,12538,11.87963086,4.736754543,37013,15628,14.80737526,0.000357972,9.62E-06,0.006565261,3327.950066,167.2882958,3512385.059,20996,2.681597133,Saint-Nazaire
43,FRA_La Rochelle,France,FR053,1103.84,2.613512275,0.046778478,1.067621928,0.074895799,0.000991367,0.000311919,0.735181008,0.632213173,1.51521341,1.335546579,0.520691208,0.590738139,5739.606418,174.1173262,6335607,0.047201049,2750,0.180032733,11204,0.733486088,1175,0.076923077,12525,11.34675315,4.764255319,36387,15275,13.83805624,0.000268468,9.86E-06,0.01173496,3068.988983,162.6343158,3387672.799,20830,2.709656301,La Rochelle
44,FRA_Angouleme,France,FR056,2144.95,2.716090893,0.03745779,1.078802054,0.066597459,0.001378214,0.000283231,0.684418508,0.717618525,1.394736774,1.4295911,0.515615998,0.503044957,4910.674081,247.4138625,10533150,0.006993465,3349,0.193148394,12667,0.730549628,1163,0.067074226,13990,6.522296557,4.910663821,42573,17339,8.083638313,0.000225956,8.68E-06,0.00652996,2551.023775,236.2207929,5471818.447,23164,2.675644501,Angouleme
45,FRA_Boulogne-sur-Mer,France,FR057,679.941,2.591907608,0.041792973,1.082659426,0.068339357,0.000701845,0.000637918,0.757149706,0.659982991,1.585943761,1.369857268,0.519070675,0.600950856,5076.892592,209.147981,3451987,0.003168767,1606,0.22324159,5021,0.69794273,505,0.070197387,5588,8.218360122,4.588546011,16505,7194,10.58032976,0.000651511,2.09E-05,0.006725235,2741.164738,198.1954799,1863830.293,9404,2.617737003,Boulogne-sur-Mer
46,FRA_Chambery,France,FR058,1029.23,2.485530399,0.048338425,1.171998987,0.079457993,0.000230926,0.000340739,0.761717366,0.748773943,1.613489787,1.571365864,0.566750435,0.581943429,5279.377366,198.5055919,5433693,0.009670415,3090,0.24376775,8725,0.688308615,646,0.050962449,9586,9.313758829,4.318870306,27373,12676,12.31600323,0.000333927,1.19E-05,0.005297191,2831.62157,180.1452508,2914389.868,16178,2.555380246,Chambery
47,FRA_Chalon-sur-Saone,France,FR059,1575.33,2.718094162,0.037774438,1.070136039,0.06466008,0.000570496,0.000403793,0.736348268,0.687954126,1.52957632,1.418657862,0.511672666,0.551678043,4062.186264,222.1973572,6399283,0.005115493,2652,0.222036169,8244,0.690221031,763,0.063881447,9292,5.898446675,4.822505023,28800,11944,7.581903474,0.000361734,1.26E-05,0.00375,2115.354111,215.1033302,3332380.791,15492,2.602059612,Chalon-sur-Saone
48,FRA_Chartres,France,FR060,1617.04,2.664128048,0.037373296,1.052897244,0.084063331,0.000898035,0.000558466,0.70086534,0.700090121,1.472143519,1.434911107,0.529868725,0.543617514,3512.695447,271.71342,5680169,0.004325431,1566,0.180977696,6261,0.723564082,678,0.078354328,7087,4.382699253,4.831850225,20905,8653,5.351135408,0.000516327,1.74E-05,0.004448696,1855.176483,257.2808388,2999894.58,11660,2.70634462,Chartres
49,FRA_Niort,France,FR061,1789.49,2.7158343,0.038228409,1.07031519,0.063623357,0.000329525,0.000286621,0.689476155,0.672516683,1.432899388,1.367200372,0.493113299,0.51680921,5523.683343,232.0758853,9884576,0.023647451,3196,0.185382831,12558,0.728422274,1273,0.073839907,14044,7.848046091,4.941067285,42592,17240,9.634029807,0.00027388,8.73E-06,0.008734035,2880.034745,221.7162132,5153793.375,23245,2.694663573,Niort
50,FRA_Calais,France,FR062,494.224,2.556143574,0.043589287,1.065745797,0.069483322,0.000338849,0.000808463,0.771131117,0.668705903,1.628774587,1.397298621,0.544766553,0.635012377,5430.119152,203.2332607,2683695,0.027255998,1050,0.183694892,3972,0.694891533,638,0.111616515,4666,9.441063162,4.620363891,13205,5716,11.56560588,0.000837047,2.65E-05,0.005603938,3019.373796,191.0198406,1492246.995,7812,2.741777467,Calais
51,FRA_Beziers,France,FR063,854.135,2.630120819,0.053240439,1.089862515,0.059345605,0.000576384,0.000347197,0.72481827,0.550376771,1.521542313,1.210087505,0.436446811,0.548780387,5682.70446,147.3616119,4853796,0.004173911,2554,0.185408348,9934,0.721161525,1098,0.079709619,11221,13.13726753,4.782286751,32938,13775,16.12742716,0.000418842,1.09E-05,0.00883478,3091.358885,140.9210557,2640437.821,18737,2.706787659,Beziers
52,FRA_Arras,France,FR064,1078.68,2.502295697,0.052918951,1.051027525,0.0983059,0.000808244,0.000656345,0.76893492,0.671710345,1.647196991,1.420600156,0.524584129,0.6082594,3682.404182,252.3593229,3972135,0.009602329,1159,0.167340456,5068,0.731735489,510,0.073635576,5767,5.346349242,4.54519203,15740,6926,6.42081062,0.000674968,2.18E-05,0.003811944,2001.132781,230.5684584,2158581.908,9362,2.718740976,Arras
53,FRA_Bourges,France,FR065,2511.86,2.693563572,0.036789417,1.064930042,0.075534427,0.00073736,0.000450333,0.771448209,0.668878861,1.56744658,1.379623535,0.509452718,0.578810016,2927.391314,283.7757466,7353197,0.004143339,2189,0.204045488,7546,0.70339299,871,0.081189411,8539,3.399472901,4.830723341,25912,10728,4.270938667,0.000435954,1.40E-05,0.006367706,1507.828695,264.542473,3787454.586,14317,2.670022371,Bourges
54,FRA_Saint-Brieuc,France,FR066,1144.55,2.70699284,0.038562235,1.078669462,0.052257359,0.001363795,0.000284982,0.659479461,0.697280039,1.360643533,1.417531799,0.552654888,0.530475789,7246.441114,207.2286979,8293914,0.003966774,3854,0.229952267,11678,0.696778043,1092,0.065155131,12906,11.27604735,4.77601432,40023,16760,14.6433096,0.00024822,8.97E-06,0.005421882,3787.184336,198.9362445,4334621.832,21789,2.600536993,Saint-Brieuc
55,FRA_Quimper,France,FR067,1196.21,2.58083797,0.049139344,1.07220154,0.057719018,0.000324067,0.000187065,0.632973423,0.674210353,1.300212395,1.335548763,0.53746436,0.52324396,6688.298005,159.1622527,8000608,0.018375171,7175,0.309494026,14619,0.630591382,1141,0.049217099,16008,13.38226566,4.336539706,50267,23183,19.38037636,0.000169606,6.49E-06,0.00628643,3522.51656,149.5853432,4213669.534,28169,2.423931329,Quimper
56,FRA_Vannes,France,FR068,1185.93,2.573581849,0.045926703,1.083562649,0.059123172,0.000480819,0.000247567,0.722797218,0.652893309,1.489313854,1.344662225,0.509523688,0.564335544,5743.79859,173.7113473,6811743,0.018845095,5085,0.285690207,11901,0.668633069,683,0.038372942,12714,10.72070021,4.406202596,39213,17799,15.00847436,0.000244439,8.46E-06,0.010404713,3045.097615,163.8954622,3611272.615,22034,2.46244171,Vannes
57,FRA_Cherbourg,France,FR069,894.507,2.737953352,0.030051308,1.082633097,0.055521635,0.002705989,0.000603357,0.734118279,0.727838086,1.476067552,1.478952673,0.57660112,0.575476295,5658.071739,250.2068804,5061184,0.00414598,1676,0.204664794,5780,0.705824887,656,0.080107461,6513,7.281105682,4.940285749,20228,8189,9.154763462,0.000488104,1.84E-05,0.00815701,2950.551124,241.1190055,2639288.634,10946,2.666870192,Cherbourg
58,FRA_Tarbes,France,FR073,1043.34,2.736853685,0.03058795,1.09803954,0.071256326,0.000722684,0.000656266,0.754866639,0.676936738,1.544775696,1.366848344,0.517930523,0.585351322,4607.598375,255.3538558,4807291,0.077510947,1356,0.179009901,5573,0.735709571,598,0.078943894,6219,5.960664788,4.970561056,18826,7575,7.260336995,0.000466407,1.99E-05,0.004408796,2404.364758,244.547663,2508569.927,10258,2.719075908,Tarbes
